City,Period,Temperature,Status,state
BOM JARDIM DA SERRA - MORRO DA IGREJA,2022-11,9.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2022-12,13.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-01,14.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-02,14.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-03,15.0,Regular,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-04,11.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-05,11.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-06,10.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-07,8.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-08,10.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-09,12.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-10,11.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-11,13.0,Danger,SC
BOM JARDIM DA SERRA - MORRO DA IGREJA,2023-12,15.0,Regular,SC
CACADOR,2019-01,22.0,Regular,SC
CACADOR,2019-02,20.0,Regular,SC
CACADOR,2019-03,19.0,Regular,SC
CACADOR,2019-04,18.0,Regular,SC
CACADOR,2019-05,16.0,Regular,SC
CACADOR,2019-06,15.0,Regular,SC
CACADOR,2019-07,13.0,Danger,SC
CACADOR,2019-08,13.0,Danger,SC
CACADOR,2019-09,17.0,Regular,SC
CACADOR,2019-10,19.0,Regular,SC
CACADOR,2019-11,19.0,Regular,SC
CACADOR,2019-12,20.0,Regular,SC
CACADOR,2020-01,21.0,Regular,SC
CACADOR,2020-02,20.0,Regular,SC
CACADOR,2020-03,19.0,Regular,SC
CACADOR,2020-04,15.0,Regular,SC
CACADOR,2020-05,13.0,Danger,SC
CACADOR,2020-06,14.0,Danger,SC
CACADOR,2020-07,12.0,Danger,SC
CACADOR,2020-08,14.0,Danger,SC
CACADOR,2020-09,18.0,Regular,SC
CACADOR,2020-10,19.0,Regular,SC
CACADOR,2020-11,18.0,Regular,SC
CACADOR,2020-12,20.0,Regular,SC
CACADOR,2021-01,20.0,Regular,SC
CACADOR,2021-02,19.0,Regular,SC
CACADOR,2021-03,19.0,Regular,SC
CACADOR,2021-04,16.0,Regular,SC
CACADOR,2021-05,13.0,Danger,SC
CACADOR,2021-06,12.0,Danger,SC
CACADOR,2021-07,11.0,Danger,SC
CACADOR,2021-08,15.0,Regular,SC
CACADOR,2021-09,17.0,Regular,SC
CACADOR,2021-10,16.0,Regular,SC
CACADOR,2021-11,19.0,Regular,SC
CACADOR,2021-12,20.0,Regular,SC
CACADOR,2022-01,21.0,Regular,SC
CACADOR,2022-02,21.0,Regular,SC
CACADOR,2022-03,19.0,Regular,SC
CACADOR,2022-04,16.0,Regular,SC
CACADOR,2022-05,13.0,Danger,SC
CACADOR,2022-06,14.0,Danger,SC
CACADOR,2022-07,16.0,Regular,SC
CACADOR,2022-08,12.0,Danger,SC
CACADOR,2022-09,13.0,Danger,SC
CACADOR,2022-10,16.0,Regular,SC
CACADOR,2022-11,16.0,Regular,SC
CACADOR,2022-12,20.0,Regular,SC
CACADOR,2023-01,20.0,Regular,SC
CACADOR,2023-02,19.0,Regular,SC
CACADOR,2023-03,20.0,Regular,SC
CACADOR,2023-04,16.0,Regular,SC
CACADOR,2023-05,14.0,Danger,SC
CACADOR,2023-06,12.0,Danger,SC
CACADOR,2023-07,13.0,Danger,SC
CACADOR,2023-08,14.0,Danger,SC
CACADOR,2023-09,17.0,Regular,SC
CACADOR,2023-10,17.0,Regular,SC
CACADOR,2023-11,19.0,Regular,SC
CACADOR,2023-12,21.0,Regular,SC
CACAPAVA DO SUL,2019-01,23.0,Regular,RS
CACAPAVA DO SUL,2019-02,22.0,Regular,RS
CACAPAVA DO SUL,2019-03,20.0,Regular,RS
CACAPAVA DO SUL,2019-04,19.0,Regular,RS
CACAPAVA DO SUL,2019-05,16.0,Regular,RS
CACAPAVA DO SUL,2019-06,16.0,Regular,RS
CACAPAVA DO SUL,2019-07,11.0,Danger,RS
CACAPAVA DO SUL,2019-08,13.0,Danger,RS
CACAPAVA DO SUL,2019-09,14.0,Danger,RS
CACAPAVA DO SUL,2019-10,18.0,Regular,RS
CACAPAVA DO SUL,2019-11,20.0,Regular,RS
CACAPAVA DO SUL,2019-12,23.0,Regular,RS
CACAPAVA DO SUL,2020-01,23.0,Regular,RS
CACAPAVA DO SUL,2020-02,22.0,Regular,RS
CACAPAVA DO SUL,2020-03,23.0,Regular,RS
CACAPAVA DO SUL,2020-04,18.0,Regular,RS
CACAPAVA DO SUL,2020-05,15.0,Regular,RS
CACAPAVA DO SUL,2020-06,13.0,Danger,RS
CACAPAVA DO SUL,2020-07,11.0,Danger,RS
CACAPAVA DO SUL,2020-08,14.0,Danger,RS
CACAPAVA DO SUL,2020-09,14.0,Danger,RS
CACAPAVA DO SUL,2020-10,17.0,Regular,RS
CACAPAVA DO SUL,2020-11,19.0,Regular,RS
CACAPAVA DO SUL,2020-12,21.0,Regular,RS
CACAPAVA DO SUL,2021-01,23.0,Regular,RS
CACAPAVA DO SUL,2021-02,21.0,Regular,RS
CACAPAVA DO SUL,2021-03,21.0,Regular,RS
CACAPAVA DO SUL,2021-04,18.0,Regular,RS
CACAPAVA DO SUL,2021-05,14.0,Danger,RS
CACAPAVA DO SUL,2021-06,12.0,Danger,RS
CACAPAVA DO SUL,2021-07,13.0,Danger,RS
CACAPAVA DO SUL,2021-08,14.0,Danger,RS
CACAPAVA DO SUL,2021-09,15.0,Regular,RS
CACAPAVA DO SUL,2021-10,17.0,Regular,RS
CACAPAVA DO SUL,2021-11,19.0,Regular,RS
CACAPAVA DO SUL,2021-12,21.0,Regular,RS
CACAPAVA DO SUL,2022-01,25.0,Perfect,RS
CACAPAVA DO SUL,2022-02,23.0,Regular,RS
CACAPAVA DO SUL,2022-03,20.0,Regular,RS
CACAPAVA DO SUL,2022-04,17.0,Regular,RS
CACAPAVA DO SUL,2022-05,13.0,Danger,RS
CACAPAVA DO SUL,2022-06,11.0,Danger,RS
CACAPAVA DO SUL,2022-07,14.0,Danger,RS
CACAPAVA DO SUL,2022-08,12.0,Danger,RS
CACAPAVA DO SUL,2022-09,14.0,Danger,RS
CACAPAVA DO SUL,2022-10,16.0,Regular,RS
CACAPAVA DO SUL,2022-11,19.0,Regular,RS
CACAPAVA DO SUL,2022-12,22.0,Regular,RS
CACAPAVA DO SUL,2023-01,24.0,Regular,RS
CACAPAVA DO SUL,2023-02,23.0,Regular,RS
CACAPAVA DO SUL,2023-03,23.0,Regular,RS
CACAPAVA DO SUL,2023-04,18.0,Regular,RS
CACAPAVA DO SUL,2023-05,16.0,Regular,RS
CACAPAVA DO SUL,2023-06,14.0,Danger,RS
CACAPAVA DO SUL,2023-07,12.0,Danger,RS
CACAPAVA DO SUL,2023-08,14.0,Danger,RS
CACAPAVA DO SUL,2023-09,15.0,Regular,RS
CACAPAVA DO SUL,2023-10,16.0,Regular,RS
CACAPAVA DO SUL,2023-11,19.0,Regular,RS
CACAPAVA DO SUL,2023-12,21.0,Regular,RS
CAMAQUA,2019-01,25.0,Perfect,RS
CAMAQUA,2019-02,23.0,Regular,RS
CAMAQUA,2019-03,21.0,Regular,RS
CAMAQUA,2019-04,20.0,Regular,RS
CAMAQUA,2019-05,17.0,Regular,RS
CAMAQUA,2019-06,17.0,Regular,RS
CAMAQUA,2019-07,12.0,Danger,RS
CAMAQUA,2019-08,14.0,Danger,RS
CAMAQUA,2019-09,15.0,Regular,RS
CAMAQUA,2019-10,19.0,Regular,RS
CAMAQUA,2019-11,20.0,Regular,RS
CAMAQUA,2019-12,23.0,Regular,RS
CAMAQUA,2020-01,24.0,Regular,RS
CAMAQUA,2020-02,23.0,Regular,RS
CAMAQUA,2020-03,23.0,Regular,RS
CAMAQUA,2020-04,19.0,Regular,RS
CAMAQUA,2020-05,16.0,Regular,RS
CAMAQUA,2020-06,15.0,Regular,RS
CAMAQUA,2020-07,13.0,Danger,RS
CAMAQUA,2020-08,15.0,Regular,RS
CAMAQUA,2020-09,15.0,Regular,RS
CAMAQUA,2020-10,17.0,Regular,RS
CAMAQUA,2020-11,20.0,Regular,RS
CAMAQUA,2020-12,22.0,Regular,RS
CAMAQUA,2021-01,24.0,Regular,RS
CAMAQUA,2021-02,23.0,Regular,RS
CAMAQUA,2021-03,22.0,Regular,RS
CAMAQUA,2021-04,20.0,Regular,RS
CAMAQUA,2021-05,14.0,Danger,RS
CAMAQUA,2021-06,13.0,Danger,RS
CAMAQUA,2021-07,12.0,Danger,RS
CAMAQUA,2021-08,15.0,Regular,RS
CAMAQUA,2021-09,18.0,Regular,RS
CAMAQUA,2021-10,20.0,Regular,RS
CAMAQUA,2021-11,23.0,Regular,RS
CAMAQUA,2021-12,22.0,Regular,RS
CAMAQUA,2022-01,24.0,Regular,RS
CAMAQUA,2022-02,23.0,Regular,RS
CAMAQUA,2022-03,21.0,Regular,RS
CAMAQUA,2022-04,18.0,Regular,RS
CAMAQUA,2022-05,14.0,Danger,RS
CAMAQUA,2022-06,12.0,Danger,RS
CAMAQUA,2022-07,15.0,Regular,RS
CAMAQUA,2022-08,13.0,Danger,RS
CAMAQUA,2022-09,15.0,Regular,RS
CAMAQUA,2022-10,17.0,Regular,RS
CAMAQUA,2022-11,20.0,Regular,RS
CAMAQUA,2022-12,22.0,Regular,RS
CAMAQUA,2023-01,25.0,Perfect,RS
CAMAQUA,2023-02,25.0,Perfect,RS
CAMAQUA,2023-03,24.0,Regular,RS
CAMAQUA,2023-04,19.0,Regular,RS
CAMAQUA,2023-05,17.0,Regular,RS
CAMAQUA,2023-06,14.0,Danger,RS
CAMAQUA,2023-07,14.0,Danger,RS
CAMAQUA,2023-08,14.0,Danger,RS
CAMAQUA,2023-09,16.0,Regular,RS
CAMAQUA,2023-10,17.0,Regular,RS
CAMAQUA,2023-11,20.0,Regular,RS
CAMAQUA,2023-12,22.0,Regular,RS
CAMBARA DO SUL,2019-01,21.0,Regular,RS
CAMBARA DO SUL,2019-02,18.0,Regular,RS
CAMBARA DO SUL,2019-03,17.0,Regular,RS
CAMBARA DO SUL,2019-04,17.0,Regular,RS
CAMBARA DO SUL,2019-05,15.0,Regular,RS
CAMBARA DO SUL,2019-06,14.0,Danger,RS
CAMBARA DO SUL,2019-07,11.0,Danger,RS
CAMBARA DO SUL,2019-08,12.0,Danger,RS
CAMBARA DO SUL,2019-09,14.0,Danger,RS
CAMBARA DO SUL,2019-10,16.0,Regular,RS
CAMBARA DO SUL,2019-11,17.0,Regular,RS
CAMBARA DO SUL,2019-12,19.0,Regular,RS
CAMBARA DO SUL,2020-01,19.0,Regular,RS
CAMBARA DO SUL,2020-02,18.0,Regular,RS
CAMBARA DO SUL,2020-03,18.0,Regular,RS
CAMBARA DO SUL,2020-04,14.0,Danger,RS
CAMBARA DO SUL,2020-05,13.0,Danger,RS
CAMBARA DO SUL,2020-06,13.0,Danger,RS
CAMBARA DO SUL,2020-07,12.0,Danger,RS
CAMBARA DO SUL,2020-08,13.0,Danger,RS
CAMBARA DO SUL,2020-09,14.0,Danger,RS
CAMBARA DO SUL,2020-10,16.0,Regular,RS
CAMBARA DO SUL,2020-11,16.0,Regular,RS
CAMBARA DO SUL,2020-12,18.0,Regular,RS
CAMBARA DO SUL,2021-01,19.0,Regular,RS
CAMBARA DO SUL,2021-02,18.0,Regular,RS
CAMBARA DO SUL,2021-03,18.0,Regular,RS
CAMBARA DO SUL,2021-04,15.0,Regular,RS
CAMBARA DO SUL,2021-05,11.0,Danger,RS
CAMBARA DO SUL,2021-06,10.0,Danger,RS
CAMBARA DO SUL,2021-07,10.0,Danger,RS
CAMBARA DO SUL,2021-08,13.0,Danger,RS
CAMBARA DO SUL,2021-09,14.0,Danger,RS
CAMBARA DO SUL,2021-10,14.0,Danger,RS
CAMBARA DO SUL,2021-11,16.0,Regular,RS
CAMBARA DO SUL,2021-12,17.0,Regular,RS
CAMBARA DO SUL,2022-01,20.0,Regular,RS
CAMBARA DO SUL,2022-02,19.0,Regular,RS
CAMBARA DO SUL,2022-03,17.0,Regular,RS
